name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Leuconostoc garlicum	255248	species	1715191	2	0	0.0
Aliarcobacter cibarius	255507	species	4680152	58	16	0.0
Atlantibacter subterranea	255519	species	4778848	5	4	0.0
Chlorobaculum	256319	genus	0	1	0	0.0
Psychrobacter arenosus	256326	species	3696886	12	6	0.0
lymphocystis disease virus-China	256729	leaf	186250	5	2	0.0
Shewanella decolorationis	256839	species	5288357	5	5	0.0
Lactobacillus johnsonii NCC 533	257314	strain	1992676	2	0	0.0
Rickettsia typhi str. Wilmington	257363	strain	1111496	9	0	0.0
Roseomonas gilardii	257708	species	5412463	4	2	0.0
Glutamicibacter mysorens	257984	species	3681770	1	1	0.0
Liquorilactobacillus satsumensis	259059	species	2672484	3	3	0.0
uncultured Ruegeria sp.	259304	species	3805420	1	1	0.0
Psychrobacter arcticus 273-4	259536	strain	2650701	6	4	0.0
Methanococcoides burtonii DSM 6242	259564	strain	2575032	4	3	0.0
Shewanella marisflavi	260364	species	8664944	1	1	0.0
Microbulbifer agarilyticus	260552	species	4255625	4	3	0.0
Bacillus halotolerans	260554	species	67220468	22	2	0.0
Campylobacter insulaenigrae	260714	species	2965394	26	0	0.0
Heliothis virescens ascovirus 3e	260797	leaf	186262	2	0	0.0
Psychrobacter alimentarius	261164	species	6605830	9	2	0.0
Cyanobium sp. NS01	261284	species	2748087	2	1	0.0
Nitrosomonas sp. Is79A3	261292	species	3783444	9	5	0.0
Intestinibacter bartlettii	261299	species	3006269	31	21	0.0
Ostreid herpesvirus 1	261939	leaf	207439	2	1	0.0
Kangiella aquimarina	261965	species	2687146	5	5	0.0
Orgyia pseudotsugata multiple nucleopolyhedrovirus	262177	leaf	131995	9	1	0.0
Janibacter melonis	262209	species	3481073	1	0	0.0
Lysobacter gummosus	262324	species	12113227	6	0	0.0
uncultured Methanospirillum sp.	262503	species	3926859	6	3	0.0
Exiguobacterium sibiricum 255-15	262543	strain	3040786	1	0	0.0
Mesomycoplasma hyopneumoniae J	262719	strain	897405	6	0	0.0
Mesomycoplasma hyopneumoniae 7448	262722	strain	920079	11	2	0.0
Mycoplasmopsis synoviae 53	262723	strain	799476	1	0	0.0
Haemophilus influenzae R2866	262728	strain	1932306	1	0	0.0
Micromonospora maris AB-18-032	263358	strain	6732271	3	1	0.0
uncultured Tolumonas sp.	263765	species	8018619	10	7	0.0
Yersinia aleksiciae	263819	species	8455908	4	2	0.0
Candidatus Protochlamydia amoebophila UWE25	264201	strain	2438912	10	4	0.0
Chlamydia felis Fe/C-56	264202	strain	1173791	2	2	0.0
Pseudomonas syringae pv. cerasicola	264451	leaf	6332753	1	0	0.0
Bdellovibrio bacteriovorus HD100	264462	strain	3782950	2	0	0.0
Acholeplasma hippikon	264636	species	1465667	5	5	0.0
Trichormus variabilis	264691	species	0	2	0	0.0
Peribacillus muralis	264697	species	5007018	9	3	0.0
Pseudomonas savastanoi pv. phaseolicola 1448A	264730	strain	6112448	3	0	0.0
Xylanibacter ruminicola 23	264731	strain	3619559	3	1	0.0
Marinomonas pontica	264739	species	3542454	3	1	0.0
Methylobacillus flagellatus KT	265072	strain	2971517	1	1	0.0
Kingella potus	265175	species	2451432	1	1	0.0
Burkholderia ubonensis subsp. mesacidophila	265293	subspecies	7840830	2	1	0.0
Mesoplasma florum L1	265311	strain	793224	3	0	0.0
Pontibacillus chungwhensis	265426	species	4173421	11	9	0.0
Ichnoviriform fugitivi	265522	species	246092	4	2	0.0
Vibrio ponticus	265668	species	4796932	3	2	0.0
Hydrogenovibrio thermophilus	265883	species	2612894	1	1	0.0
Mycobacterium pseudoshottsii	265949	species	18409277	1	0	0.0
Komagataeibacter saccharivorans	265959	species	7496168	6	0	0.0
Komagataeibacter nataicola	265960	species	11444925	4	2	0.0
Pseudoxanthomonas koreensis	266061	species	2978518	2	2	0.0
Pseudoxanthomonas daejeonensis	266062	species	3520644	1	1	0.0
Rubrobacter xylanophilus DSM 9941	266117	strain	3225748	3	2	0.0
Cupriavidus metallidurans CH34	266264	strain	6913352	2	0	0.0
Paraburkholderia xenovorans LB400	266265	strain	19434089	3	3	0.0
Kaistella antarctica	266748	species	3137220	16	11	0.0
Kaistella jeonii	266749	species	3288745	14	10	0.0
Microbulbifer variabilis	266805	species	4855835	6	5	0.0
Mesorhizobium japonicum MAFF 303099	266835	strain	7596297	2	1	0.0
Kineococcus radiotolerans SRS30216 = ATCC BAA-149	266940	strain	4956672	3	3	0.0
Sphingopyxis granuli	267128	species	13174970	6	1	0.0
Neisseria bacilliformis	267212	species	2492712	2	1	0.0
Levilactobacillus zymae	267363	species	2734129	2	2	0.0
Pseudoalteromonas marina	267375	species	3441076	3	2	0.0
Methanococcus maripaludis S2	267377	strain	1661137	12	3	0.0
Mycoplasma mobile 163K	267748	strain	777079	11	6	0.0
Lactobacillus kefiranofaciens	267818	species	6950165	19	5	0.0
Microcystis aeruginosa FACHB-905 = DIANCHI905	267865	strain	5103104	7	0	0.0
Microcystis aeruginosa PCC 7806	267872	strain	10200152	15	0	0.0
Shewanellaceae	267890	family	0	1	0	0.0
Bean yellow disorder virus	267970	species	17495	1	1	0.0
Natronomonas moolapensis 8.8.11	268739	strain	2912573	1	1	0.0
Synechococcus elongatus PCC 6301	269084	strain	5445854	3	0	0.0
Ehrlichia canis str. Jake	269484	strain	1315030	8	1	0.0
Sporolactobacillus terrae	269673	species	13146999	16	1	0.0
Rhodospirillum rubrum ATCC 11170	269796	strain	4406557	1	0	0.0
Cytophaga hutchinsonii ATCC 33406	269798	strain	4433218	6	5	0.0
Geobacter metallireducens GS-15	269799	strain	4011182	2	1	0.0
Thermobifida fusca YX	269800	strain	3642249	1	0	0.0
Methylobacterium aquaticum	270351	species	14837746	8	2	0.0
Pneumonia virus of mice J3666	270473	leaf	14885	1	0	0.0
Salegentibacter mishustinae	270918	species	3807780	13	8	0.0
Bombyx mori nucleopolyhedrovirus	271108	leaf	128413	1	0	0.0
Burkholderia thailandensis E264	271848	strain	13446071	1	0	0.0
Ochrobactrum quorumnocens	271865	species	5645291	3	1	0.0
Lactiplantibacillus argentoratensis	271881	species	6367002	1	0	0.0
Anabaena cylindrica PCC 7122	272123	strain	7063285	11	8	0.0
Macaca fuscata rhadinovirus	272551	leaf	131217	1	0	0.0
Aeropyrum pernix K1	272557	strain	1669696	1	1	0.0
Halalkalibacterium halodurans C-125	272558	strain	4202352	3	1	0.0
Bacteroides fragilis NCTC 9343	272559	strain	5241700	1	0	0.0
Clostridium acetobutylicum ATCC 824	272562	strain	4132880	23	0	0.0
Desulfitobacterium hafniense DCB-2	272564	strain	5279134	6	2	0.0
Gluconacetobacter diazotrophicus PA1 5	272568	strain	7914538	1	0	0.0
Lactococcus cremoris subsp. cremoris SK11	272622	strain	2598348	1	0	0.0
Lactococcus lactis subsp. lactis Il1403	272623	strain	2365589	1	0	0.0
Mycobacterium leprae TN	272631	strain	3268203	3	0	0.0
Mycoplasma mycoides subsp. mycoides SC str. PG1	272632	leaf	1211703	1	0	0.0
Malacoplasma penetrans HF-2	272633	strain	1358633	22	15	0.0
Mycoplasmopsis pulmonis UAB CTIP	272635	strain	963879	19	2	0.0
Pyrococcus abyssi GE5	272844	strain	1768562	1	1	0.0
Rhodobacter capsulatus SB 1003	272942	strain	3871920	1	0	0.0
Rickettsia sibirica 246	272951	strain	1250021	4	2	0.0
Spiroplasma kunkelii CR2-3x	273035	strain	1514561	19	8	0.0
Staphylococcus aureus RF122	273036	strain	2742531	1	0	0.0
Saccharolobus solfataricus P2	273057	strain	2992245	1	1	0.0
Sulfurisphaera tokodaii str. 7	273063	strain	2694756	14	3	0.0
Caldanaerobacter subterraneus subsp. tengcongensis MB4	273068	strain	2689445	13	8	0.0
Thermoplasma acidophilum DSM 1728	273075	strain	1564906	1	1	0.0
Thermoplasma volcanium GSS1	273116	strain	1584804	3	0	0.0
Ureaplasma parvum serovar 3 str. ATCC 700970	273119	strain	751719	2	0	0.0
Wolinella succinogenes DSM 1740	273121	strain	2110355	2	0	0.0
Yersinia pseudotuberculosis IP 32953	273123	strain	9680328	1	0	0.0
Paraburkholderia sabiae	273251	species	9909294	1	0	0.0
Anhembi virus	273355	leaf	12611	2	0	0.0
Iaco virus	273356	leaf	12730	1	0	0.0
Brevibacterium aurantiacum	273384	species	25280067	4	0	0.0
Serratia marcescens subsp. marcescens Db11	273526	strain	5113802	3	0	0.0
Exiguobacterium marinum	273528	species	2806374	4	3	0.0
Microbacterium oleivorans	273677	species	6347103	1	1	0.0
Microbacterium hydrocarbonoxydans	273678	species	3724963	1	1	0.0
Eriocheir sinensis reovirus	273810	species	23913	1	0	0.0
Human coronavirus NL63	277944	species	27553	1	1	0.0
Mycolicibacterium gilvum Spyr1	278137	strain	5783292	4	2	0.0
Vibrio neonatus	278860	species	3840645	1	1	0.0
Streptomyces ambofaciens ATCC 23877	278992	strain	8393598	2	1	0.0
Collimonas arenae	279058	species	15078336	12	4	0.0
Collimonas pratensis	279113	species	11315924	7	1	0.0
Staphylococcus haemolyticus JCSC1435	279808	strain	2697861	1	0	0.0
Mesobacillus foraminis	279826	species	5977666	13	8	0.0
Microcella alkaliphila	279828	species	2702837	3	1	0.0
Acinetobacter colistiniresistens	280145	species	3889396	9	5	0.0
Leptospira borgpetersenii serovar Ballum	280505	leaf	4037579	3	1	0.0
Prosthecochloris sp. GSB1	281093	species	2468479	1	1	0.0
[Bacillus thuringiensis] serovar konkukian str. 97-27	281309	strain	5314794	2	0	0.0
Dechloromonas denitrificans	281362	species	12657133	3	0	0.0
Prevotella multiformis	282402	species	3025491	4	1	0.0
Acidianus manzaensis	282676	species	2687463	35	23	0.0
Bartonella quintana str. Toulouse	283165	strain	1581384	3	0	0.0
Kosakonia radicincitans	283686	species	17039000	8	1	0.0
Pseudoalteromonas sp. Bsw20308	283699	species	4830226	11	5	0.0
Staphylococcus pseudintermedius	283734	species	186817744	29	11	0.0
Faba bean necrotic stunt virus	283824	species	7907	1	1	0.0
Leucobacter aridicollis	283878	species	3604182	1	0	0.0
Idiomarina loihiensis L2TR	283942	strain	2839318	1	0	0.0
Streptoverticillium olivoreticuli subsp. olivoreticuli	284034	subspecies	8809793	2	1	0.0
Streptomyces lienomycini	284035	species	7863969	4	1	0.0
Priestia koreensis	284581	species	4757867	5	5	0.0
Alphachrysovirus cerasi	284687	species	11858	1	0	0.0
uncultured Methylophaga sp.	285271	species	3084092	5	2	0.0
Streptomyces rubrolavendulae	285473	species	6543262	7	1	0.0
Streptomyces caniferus	285557	species	35553231	25	2	0.0
Streptomyces carpaticus	285558	species	5968715	5	0	0.0
Streptomyces coelicoflavus	285562	species	8381442	4	1	0.0
Streptomyces erythrochromogenes	285574	species	8598676	5	3	0.0
Streptomyces angustmyceticus	285578	species	16224054	5	1	0.0
Fusobacterium canifelinum	285729	species	6963529	67	19	0.0
Mesobacillus subterraneus	285983	species	4786507	8	4	0.0
Azospirillum oryzae	286727	species	6809363	1	1	0.0
Salmonella enterica subsp. enterica serovar Stanleyville	286782	leaf	4688242	1	0	0.0
Salmonella enterica subsp. enterica serovar Indiana	286783	leaf	124831290	2	0	0.0
Helicobacter mastomyrinus	287948	species	2090509	4	3	0.0
Bradyrhizobium sp. BTAi1	288000	species	8493513	1	0	0.0
Beggiatoa leptomitoformis	288004	species	8531667	22	0	0.0
Hoeflea alexandrii	288436	species	4829646	2	2	0.0
Bacillus cereus E33L	288681	strain	11690016	7	3	0.0
Pseudomonas argentinensis	289370	species	5076637	1	1	0.0
Thermodesulfovibrio yellowstonii DSM 11347	289376	strain	2003803	8	5	0.0
Thermodesulfobacterium commune DSM 2178	289377	strain	1764045	2	2	0.0
Clostridium perfringens SM101	289380	strain	2921996	4	1	0.0
Mycoplasmopsis bovis PG45	289397	strain	1003404	2	0	0.0
Xenorhabdus budapestensis	290110	species	4366413	8	5	0.0
Aquimarina	290174	genus	0	1	0	0.0
Chlorobium phaeobacteroides DSM 266	290317	strain	3133902	1	1	0.0
Tetragenococcus koreensis	290335	species	2732026	2	1	0.0
Cronobacter sakazakii ATCC BAA-894	290339	strain	4530777	1	0	0.0
Paenarthrobacter aurescens TC1	290340	strain	5226648	5	0	0.0
Anaeromyxobacter dehalogenans 2CP-C	290397	strain	5013479	3	3	0.0
Arthrobacter sp. FB24	290399	species	5070478	3	1	0.0
Clostridium beijerinckii NCIMB 8052	290402	strain	6000632	9	0	0.0
Borreliella bavariensis PBi	290434	strain	2266773	17	0	0.0
Prosthecochloris aestuarii DSM 271	290512	strain	2579695	1	0	0.0
Photorhabdus asymbiotica	291112	species	5094138	11	7	0.0
Candidatus Blochmanniella pennsylvanica str. BPEN	291272	strain	791654	13	0	0.0
Micromonospora rifamycinica	291594	species	6999233	5	1	0.0
Bacteroides salyersiae	291644	species	21789618	42	4	0.0
Bacteroides nordii	291645	species	5678582	11	9	0.0
uncultured Sulfurimonas sp.	291845	species	2393173	8	7	0.0
Kayvirus G1	292029	species	0	1	0	0.0
Ruegeria sp. TM1040	292414	species	4153699	2	1	0.0
Mycoplasma iguanae	292461	species	688439	7	5	0.0
Mycobacterium florentinum	292462	species	6219859	3	3	0.0
Avibacterium	292486	genus	0	1	0	0.0
Cyanobium gracile PCC 6307	292564	strain	3342364	2	1	0.0
Flavonifractor plautii	292800	species	20545295	19	7	0.0
Sphingopyxis sp. 113P3	292913	species	4664213	51	39	0.0
Rhodococcoides kroppenstedtii	293050	species	4152292	1	1	0.0
Bacillus altitudinis	293387	species	174706477	48	8	0.0
Bacillus aerius	293388	species	7194991	3	0	0.0
Marinomonas polaris	293552	species	4933271	4	3	0.0
Rickettsia canadensis str. McKiel	293613	strain	1159772	3	1	0.0
Rickettsia akari str. Hartford	293614	strain	1231060	7	4	0.0
Alkaliphilus metalliredigens QYMF	293826	strain	4929566	11	9	0.0
Rhizobium lusitanum	293958	species	6935783	1	1	0.0
Methanobrevibacter olleyae	294671	species	2201192	62	30	0.0
Anoxybacillus amylolyticus	294699	species	3158269	3	3	0.0
Proteiniphilum	294702	genus	0	1	0	0.0
Mesomycoplasma hyopneumoniae 232	295358	strain	892758	9	1	0.0
Candidatus Hepatoplasma crinochetorum	295596	species	0	1	0	0.0
Vibrio gigantis	296199	species	11159751	8	2	0.0
Sphingomonas bisphenolicum	296544	species	5209012	1	1	0.0
Polaromonas sp. JS666	296591	species	5898676	1	0	0.0
Solidesulfovibrio carbinolicus	296842	species	4688868	2	1	0.0
Legionella pneumophila str. Lens	297245	strain	3405519	1	0	0.0
Legionella pneumophila str. Paris	297246	strain	3635495	1	0	0.0
Lactococcus piscium MKFS47	297352	strain	2503066	6	1	0.0
Photobacterium profundum SS9	298386	strain	6403280	9	6	0.0
Sporosarcina ureilytica	298596	species	3436578	1	1	0.0
Parafrankia sp. EAN1pec	298653	species	8982042	6	4	0.0
Pseudofrankia inefficax	298654	species	8815781	4	1	0.0
Blattabacterium sp. (Cryptocercus kyebangensis)	298656	species	637356	14	12	0.0
Pseudoalteromonas spongiae	298657	species	5099119	6	2	0.0
Francisella orientalis	299583	species	35375765	5	3	0.0
Enterobacter hormaechei subsp. steigerwaltii	299766	subspecies	70167785	1	0	0.0
Enterobacter ludwigii	299767	species	181407175	14	6	0.0
Rhodococcus triatomae	300028	species	9548180	3	1	0.0
Serratia ureilytica	300181	species	80964185	16	2	0.0
Shigella dysenteriae Sd197	300267	strain	4560911	1	0	0.0
Shigella boydii Sb227	300268	strain	4646520	1	0	0.0
Thermus thermophilus HB8	300852	strain	2116056	1	0	0.0
Vibrio europaeus	300876	species	11004557	7	1	0.0
Roseburia hominis	301301	species	7055340	10	1	0.0
Caldicellulosiruptor acetigenus	301953	species	2739610	9	3	0.0
Virgibacillus dokdonensis	302167	species	4263520	11	3	0.0
Ehrlichia ruminantium str. Gardel	302409	strain	1499920	4	3	0.0
Haloferax larsenii	302484	species	3720723	3	2	0.0
Bifidobacterium animalis subsp. lactis	302911	subspecies	34979183	2	0	0.0
Bifidobacterium animalis subsp. animalis	302912	subspecies	3960056	3	1	0.0
Lactobacillus apis	303541	species	3239535	7	0	0.0
Schleiferilactobacillus harbinensis	304207	species	10107303	6	2	0.0
Methanocella paludicola SANAE	304371	strain	2957635	4	2	0.0
Tomato yellow ring virus	304859	leaf	16724	1	1	0.0
Deerpox virus W-848-83	305674	leaf	166259	2	2	0.0
Campylobacter lari RM2100	306263	strain	1571661	9	3	0.0
Corynebacterium jeikeium K411	306537	strain	2476822	1	0	0.0
Apocheima cinerarium nucleopolyhedrovirus	307461	species	123876	4	3	0.0
Euproctis digramma nucleopolyhedrovirus	307466	species	161734	7	5	0.0
Tepidimonas taiwanensis	307486	species	2915587	1	0	0.0
Paenibacillus woosongensis	307580	species	5289572	5	3	0.0
Gloeobacterales	307595	order	0	1	0	0.0
Exiguobacterium profundum	307643	species	5803444	5	1	0.0
Staphylococcus simiae	308354	species	5265840	17	11	0.0
Rhodovulum sp. MB263	308754	species	4162560	2	1	0.0
Elizabethkingia	308865	genus	0	1	0	0.0
Dictyoglomus thermophilum H-6-12	309799	strain	1959987	19	13	0.0
Haloferax volcanii DS2	309800	strain	4012900	1	0	0.0
Thermotoga neapolitana DSM 4359	309803	strain	1884562	10	0	0.0
uncultured Sphingopyxis sp.	310581	species	4139859	1	1	0.0
Enterovirus H	310907	species	7374	1	1	0.0
Alloyangia pacifica	311180	species	10463456	3	0	0.0
Denitratisoma oestradiolicum	311182	species	4293412	4	2	0.0
Paraburkholderia terrae	311230	species	41709486	9	3	0.0
Paraburkholderia ginsengisoli	311231	species	6597255	2	1	0.0
Thermococcus kodakarensis	311400	species	4164177	4	0	0.0
Allorhizobium ampelinum S4	311402	strain	6320946	6	3	0.0
Rhizobium rhizogenes K84	311403	strain	7273300	2	1	0.0
Polynucleobacter asymbioticus QLW-P1DMWA-1	312153	strain	2159490	1	0	0.0
Leptospira interrogans serovar Bataviae	312175	leaf	15076730	8	1	0.0
Trueperella bialowiezensis	312285	species	2043249	1	1	0.0
Pseudomonas entomophila	312306	species	11716731	3	2	0.0
Aliivibrio fischeri ES114	312309	strain	4273718	4	2	0.0
Croceibacter atlanticus	313588	species	2994364	15	3	0.0
Dokdonia sp. MED134	313590	species	3302548	6	4	0.0
Psychroflexus torquis ATCC 700755	313595	strain	4321832	8	4	0.0
Robiginitalea biformata HTCC2501	313596	strain	3530383	2	2	0.0
Polaribacter sp. MED152	313598	species	2961474	9	5	0.0
Maribacter sp. HTCC2170	313603	species	3868304	7	4	0.0
Trichlorobacter lovleyi	313985	species	4003214	2	1	0.0
Erythrobacter litoralis HTCC2594	314225	strain	3052398	1	1	0.0
Alteromonas mediterranea	314275	species	41842961	31	3	0.0
Pseudoalteromonas tunicata	314281	species	9926965	30	0	0.0
Psychromonas sp. CNPT3	314282	species	3052410	5	4	0.0
Xanthomonas campestris pv. campestris str. 8004	314565	strain	5148708	1	0	0.0
Pseudoxanthomonas suwonensis	314722	species	3891720	3	2	0.0
Borrelia hermsii DAH	314723	strain	1498568	4	1	0.0
Borrelia turicatae 91E135	314724	strain	2730332	5	1	0.0
Dolichospermum flos-aquae CCAP 1403/13F	315271	strain	5220684	23	4	0.0
Spiroplasma eriocheiris	315358	species	1365714	13	0	0.0
Streptococcus gallolyticus	315405	species	9196709	8	3	0.0
Bacillus mycoides KBAB4	315730	strain	5872743	2	1	0.0
Bacillus pumilus SAFR-032	315750	strain	3704641	1	0	0.0
Bicaudavirus pozzuoliense	315953	species	62730	2	1	0.0
Rhodopseudomonas palustris HaA2	316058	strain	5331656	2	1	0.0
Geotalea daltonii FRC-32	316067	strain	4304501	4	4	0.0
Aliivibrio salmonicida LFI1238	316275	strain	4655660	13	1	0.0
Thermochromatium tepidum ATCC 43061	316276	strain	2958290	2	1	0.0
Synechococcus sp. CC9902	316279	species	2234828	1	0	0.0
Streptomyces noursei ATCC 11455	316284	strain	9815884	7	0	0.0
Deinococcus ficus	317577	species	4157290	4	3	0.0
Sulfurimonas paralvinellae	317658	species	2078871	6	6	0.0
Cyprinid herpesvirus 1	317858	leaf	291144	7	5	0.0
Cyprinid herpesvirus 2	317878	leaf	290304	1	1	0.0
Nostoc sp. PCC 7107	317936	species	6329823	10	8	0.0
Shewanella denitrificans OS217	318161	strain	4545906	2	1	0.0
Shewanella frigidimarina NCIMB 400	318167	strain	4845257	8	5	0.0
Mycolicibacterium rufum	318424	species	6107383	1	0	0.0
Gluconobacter albidus	318683	species	3369297	1	1	0.0
Pelodictyon luteolum DSM 273	319225	strain	2364842	1	1	0.0
Brevibacillus sp. WF146	319501	species	4467694	1	1	0.0
Mycolicibacterium phocaicum	319706	species	11917956	6	4	0.0
Mycolicibacterium aubagnense	319707	species	12546320	3	0	0.0
Metapseudomonas otitidis	319939	species	36716123	21	4	0.0
Streptomyces durmitorensis	319947	species	9862620	4	4	0.0
Enterococcus devriesei	319970	species	3468287	8	5	0.0
Xanthomonas translucens pv. arrhenatheri	320326	leaf	4827165	1	0	0.0
Anaplasma marginale str. Florida	320483	strain	1202435	1	0	0.0
Neoasaia chiangmaiensis	320497	species	3407860	1	0	0.0
Cyclobacterium amurskyense	320787	species	6158829	10	7	0.0
Maribacter dokdonensis	320912	species	4490751	8	2	0.0
Synechococcus sp. JA-3-3Ab	321327	species	2932766	1	1	0.0
Synechococcus sp. JA-2-3B'a(2-13)	321332	species	3046682	2	1	0.0
Pseudomonas vranovensis	321661	species	5780563	1	1	0.0
Pseudomonas moraviensis	321662	species	30041408	6	0	0.0
Pseudomonas simiae	321846	species	55638987	6	3	0.0
Lacticaseibacillus paracasei ATCC 334	321967	strain	2924325	1	1	0.0
Pseudoduganella albidiflava	321983	species	7437157	2	2	0.0
Pseudoduganella plicata	321984	species	5887622	3	1	0.0
